Date_Id,Date_Full,Day Name,Day Number of Week,Day Number of Month,Day Number of Year,Week Number,Month Number,Month Name,Calender Quarter,Fiscal Quarter,Calender Year,Fiscal Year
19830920,1983-09-20,Tuesday,3,20,262,38,9,September,3,4,1983,1983
19830921,1983-09-21,Wednesday,4,21,263,38,9,September,3,4,1983,1983
19830922,1983-09-22,Thursday,5,22,264,38,9,September,3,4,1983,1983
19830923,1983-09-23,Friday,6,23,265,38,9,September,3,4,1983,1983
19830924,1983-09-24,Saturday,7,24,266,38,9,September,3,4,1983,1983
19830925,1983-09-25,Sunday,1,25,267,39,9,September,3,4,1983,1983
19830926,1983-09-26,Monday,2,26,268,39,9,September,3,4,1983,1983
19830927,1983-09-27,Tuesday,3,27,269,39,9,September,3,4,1983,1983
19830928,1983-09-28,Wednesday,4,28,270,39,9,September,3,4,1983,1983
19830929,1983-09-29,Thursday,5,29,271,39,9,September,3,4,1983,1983
19830930,1983-09-30,Friday,6,30,272,39,9,September,3,4,1983,1983
19831001,1983-10-01,Saturday,7,1,273,39,10,October,4,1,1983,1984
19831002,1983-10-02,Sunday,1,2,274,40,10,October,4,1,1983,1984
19831003,1983-10-03,Monday,2,3,275,40,10,October,4,1,1983,1984
19831004,1983-10-04,Tuesday,3,4,276,40,10,October,4,1,1983,1984
19831005,1983-10-05,Wednesday,4,5,277,40,10,October,4,1,1983,1984
19831006,1983-10-06,Thursday,5,6,278,40,10,October,4,1,1983,1984
19831007,1983-10-07,Friday,6,7,279,40,10,October,4,1,1983,1984
19831008,1983-10-08,Saturday,7,8,280,40,10,October,4,1,1983,1984
19831009,1983-10-09,Sunday,1,9,281,41,10,October,4,1,1983,1984
19831010,1983-10-10,Monday,2,10,282,41,10,October,4,1,1983,1984
19831011,1983-10-11,Tuesday,3,11,283,41,10,October,4,1,1983,1984
19831012,1983-10-12,Wednesday,4,12,284,41,10,October,4,1,1983,1984
19831013,1983-10-13,Thursday,5,13,285,41,10,October,4,1,1983,1984
19831014,1983-10-14,Friday,6,14,286,41,10,October,4,1,1983,1984
19831015,1983-10-15,Saturday,7,15,287,41,10,October,4,1,1983,1984
19831016,1983-10-16,Sunday,1,16,288,42,10,October,4,1,1983,1984
19831017,1983-10-17,Monday,2,17,289,42,10,October,4,1,1983,1984
19831018,1983-10-18,Tuesday,3,18,290,42,10,October,4,1,1983,1984
19831019,1983-10-19,Wednesday,4,19,291,42,10,October,4,1,1983,1984
19831020,1983-10-20,Thursday,5,20,292,42,10,October,4,1,1983,1984
19831021,1983-10-21,Friday,6,21,293,42,10,October,4,1,1983,1984
19831022,1983-10-22,Saturday,7,22,294,42,10,October,4,1,1983,1984
19831023,1983-10-23,Sunday,1,23,295,43,10,October,4,1,1983,1984
19831024,1983-10-24,Monday,2,24,296,43,10,October,4,1,1983,1984
19831025,1983-10-25,Tuesday,3,25,297,43,10,October,4,1,1983,1984
19831026,1983-10-26,Wednesday,4,26,298,43,10,October,4,1,1983,1984
19831027,1983-10-27,Thursday,5,27,299,43,10,October,4,1,1983,1984
19831028,1983-10-28,Friday,6,28,300,43,10,October,4,1,1983,1984
19831029,1983-10-29,Saturday,7,29,301,43,10,October,4,1,1983,1984
19831030,1983-10-30,Sunday,1,30,302,44,10,October,4,1,1983,1984
19831031,1983-10-31,Monday,2,31,303,44,10,October,4,1,1983,1984
19831101,1983-11-01,Tuesday,3,1,304,44,11,November,4,1,1983,1984
19831102,1983-11-02,Wednesday,4,2,305,44,11,November,4,1,1983,1984
19831103,1983-11-03,Thursday,5,3,306,44,11,November,4,1,1983,1984
19831104,1983-11-04,Friday,6,4,307,44,11,November,4,1,1983,1984
19831105,1983-11-05,Saturday,7,5,308,44,11,November,4,1,1983,1984
19831106,1983-11-06,Sunday,1,6,309,45,11,November,4,1,1983,1984
19831107,1983-11-07,Monday,2,7,310,45,11,November,4,1,1983,1984
19831108,1983-11-08,Tuesday,3,8,311,45,11,November,4,1,1983,1984
19831109,1983-11-09,Wednesday,4,9,312,45,11,November,4,1,1983,1984
19831110,1983-11-10,Thursday,5,10,313,45,11,November,4,1,1983,1984
19831111,1983-11-11,Friday,6,11,314,45,11,November,4,1,1983,1984
19831112,1983-11-12,Saturday,7,12,315,45,11,November,4,1,1983,1984
19831113,1983-11-13,Sunday,1,13,316,46,11,November,4,1,1983,1984
19831114,1983-11-14,Monday,2,14,317,46,11,November,4,1,1983,1984
19831115,1983-11-15,Tuesday,3,15,318,46,11,November,4,1,1983,1984
19831116,1983-11-16,Wednesday,4,16,319,46,11,November,4,1,1983,1984
19831117,1983-11-17,Thursday,5,17,320,46,11,November,4,1,1983,1984
19831118,1983-11-18,Friday,6,18,321,46,11,November,4,1,1983,1984
19831119,1983-11-19,Saturday,7,19,322,46,11,November,4,1,1983,1984
19831120,1983-11-20,Sunday,1,20,323,47,11,November,4,1,1983,1984
19831121,1983-11-21,Monday,2,21,324,47,11,November,4,1,1983,1984
19831122,1983-11-22,Tuesday,3,22,325,47,11,November,4,1,1983,1984
19831123,1983-11-23,Wednesday,4,23,326,47,11,November,4,1,1983,1984
19831124,1983-11-24,Thursday,5,24,327,47,11,November,4,1,1983,1984
19831125,1983-11-25,Friday,6,25,328,47,11,November,4,1,1983,1984
19831126,1983-11-26,Saturday,7,26,329,47,11,November,4,1,1983,1984
19831127,1983-11-27,Sunday,1,27,330,48,11,November,4,1,1983,1984
19831128,1983-11-28,Monday,2,28,331,48,11,November,4,1,1983,1984
19831129,1983-11-29,Tuesday,3,29,332,48,11,November,4,1,1983,1984
19831130,1983-11-30,Wednesday,4,30,333,48,11,November,4,1,1983,1984
19831201,1983-12-01,Thursday,5,1,334,48,12,December,4,1,1983,1984
19831202,1983-12-02,Friday,6,2,335,48,12,December,4,1,1983,1984
19831203,1983-12-03,Saturday,7,3,336,48,12,December,4,1,1983,1984
19831204,1983-12-04,Sunday,1,4,337,49,12,December,4,1,1983,1984
19831205,1983-12-05,Monday,2,5,338,49,12,December,4,1,1983,1984
19831206,1983-12-06,Tuesday,3,6,339,49,12,December,4,1,1983,1984
19831207,1983-12-07,Wednesday,4,7,340,49,12,December,4,1,1983,1984
19831208,1983-12-08,Thursday,5,8,341,49,12,December,4,1,1983,1984
19831209,1983-12-09,Friday,6,9,342,49,12,December,4,1,1983,1984
19831210,1983-12-10,Saturday,7,10,343,49,12,December,4,1,1983,1984
19831211,1983-12-11,Sunday,1,11,344,50,12,December,4,1,1983,1984
19831212,1983-12-12,Monday,2,12,345,50,12,December,4,1,1983,1984
19831213,1983-12-13,Tuesday,3,13,346,50,12,December,4,1,1983,1984
19831214,1983-12-14,Wednesday,4,14,347,50,12,December,4,1,1983,1984
19831215,1983-12-15,Thursday,5,15,348,50,12,December,4,1,1983,1984
19831216,1983-12-16,Friday,6,16,349,50,12,December,4,1,1983,1984
19831217,1983-12-17,Saturday,7,17,350,50,12,December,4,1,1983,1984
19831218,1983-12-18,Sunday,1,18,351,51,12,December,4,1,1983,1984
19831219,1983-12-19,Monday,2,19,352,51,12,December,4,1,1983,1984
19831220,1983-12-20,Tuesday,3,20,353,51,12,December,4,1,1983,1984
19831221,1983-12-21,Wednesday,4,21,354,51,12,December,4,1,1983,1984
19831222,1983-12-22,Thursday,5,22,355,51,12,December,4,1,1983,1984
19831223,1983-12-23,Friday,6,23,356,51,12,December,4,1,1983,1984
19831224,1983-12-24,Saturday,7,24,357,51,12,December,4,1,1983,1984
19831225,1983-12-25,Sunday,1,25,358,52,12,December,4,1,1983,1984
19831226,1983-12-26,Monday,2,26,359,52,12,December,4,1,1983,1984
19831227,1983-12-27,Tuesday,3,27,360,52,12,December,4,1,1983,1984
19831228,1983-12-28,Wednesday,4,28,361,52,12,December,4,1,1983,1984
19831229,1983-12-29,Thursday,5,29,362,52,12,December,4,1,1983,1984
19831230,1983-12-30,Friday,6,30,363,52,12,December,4,1,1983,1984
19831231,1983-12-31,Saturday,7,31,364,52,12,December,4,1,1983,1984
19840101,1984-01-01,Sunday,1,1,0,0,1,January,1,2,1984,1984
19840102,1984-01-02,Monday,2,2,1,1,1,January,1,2,1984,1984
19840103,1984-01-03,Tuesday,3,3,2,1,1,January,1,2,1984,1984
19840104,1984-01-04,Wednesday,4,4,3,1,1,January,1,2,1984,1984
19840105,1984-01-05,Thursday,5,5,4,1,1,January,1,2,1984,1984
19840106,1984-01-06,Friday,6,6,5,1,1,January,1,2,1984,1984
19840107,1984-01-07,Saturday,7,7,6,1,1,January,1,2,1984,1984
19840108,1984-01-08,Sunday,1,8,7,1,1,January,1,2,1984,1984
19840109,1984-01-09,Monday,2,9,8,2,1,January,1,2,1984,1984
19840110,1984-01-10,Tuesday,3,10,9,2,1,January,1,2,1984,1984
19840111,1984-01-11,Wednesday,4,11,10,2,1,January,1,2,1984,1984
19840112,1984-01-12,Thursday,5,12,11,2,1,January,1,2,1984,1984
19840113,1984-01-13,Friday,6,13,12,2,1,January,1,2,1984,1984
19840114,1984-01-14,Saturday,7,14,13,2,1,January,1,2,1984,1984
19840115,1984-01-15,Sunday,1,15,14,2,1,January,1,2,1984,1984
19840116,1984-01-16,Monday,2,16,15,3,1,January,1,2,1984,1984
19840117,1984-01-17,Tuesday,3,17,16,3,1,January,1,2,1984,1984
19840118,1984-01-18,Wednesday,4,18,17,3,1,January,1,2,1984,1984
19840119,1984-01-19,Thursday,5,19,18,3,1,January,1,2,1984,1984
19840120,1984-01-20,Friday,6,20,19,3,1,January,1,2,1984,1984
19840121,1984-01-21,Saturday,7,21,20,3,1,January,1,2,1984,1984
19840122,1984-01-22,Sunday,1,22,21,3,1,January,1,2,1984,1984
19840123,1984-01-23,Monday,2,23,22,4,1,January,1,2,1984,1984
19840124,1984-01-24,Tuesday,3,24,23,4,1,January,1,2,1984,1984
19840125,1984-01-25,Wednesday,4,25,24,4,1,January,1,2,1984,1984
19840126,1984-01-26,Thursday,5,26,25,4,1,January,1,2,1984,1984
19840127,1984-01-27,Friday,6,27,26,4,1,January,1,2,1984,1984
19840128,1984-01-28,Saturday,7,28,27,4,1,January,1,2,1984,1984
19840129,1984-01-29,Sunday,1,29,28,4,1,January,1,2,1984,1984
19840130,1984-01-30,Monday,2,30,29,5,1,January,1,2,1984,1984
19840131,1984-01-31,Tuesday,3,31,30,5,1,January,1,2,1984,1984
19840201,1984-02-01,Wednesday,4,1,31,5,2,February,1,2,1984,1984
19840202,1984-02-02,Thursday,5,2,32,5,2,February,1,2,1984,1984
19840203,1984-02-03,Friday,6,3,33,5,2,February,1,2,1984,1984
19840204,1984-02-04,Saturday,7,4,34,5,2,February,1,2,1984,1984
19840205,1984-02-05,Sunday,1,5,35,5,2,February,1,2,1984,1984
19840206,1984-02-06,Monday,2,6,36,6,2,February,1,2,1984,1984
19840207,1984-02-07,Tuesday,3,7,37,6,2,February,1,2,1984,1984
19840208,1984-02-08,Wednesday,4,8,38,6,2,February,1,2,1984,1984
19840209,1984-02-09,Thursday,5,9,39,6,2,February,1,2,1984,1984
19840210,1984-02-10,Friday,6,10,40,6,2,February,1,2,1984,1984
19840211,1984-02-11,Saturday,7,11,41,6,2,February,1,2,1984,1984
19840212,1984-02-12,Sunday,1,12,42,6,2,February,1,2,1984,1984
19840213,1984-02-13,Monday,2,13,43,7,2,February,1,2,1984,1984
19840214,1984-02-14,Tuesday,3,14,44,7,2,February,1,2,1984,1984
19840215,1984-02-15,Wednesday,4,15,45,7,2,February,1,2,1984,1984
19840216,1984-02-16,Thursday,5,16,46,7,2,February,1,2,1984,1984
19840217,1984-02-17,Friday,6,17,47,7,2,February,1,2,1984,1984
19840218,1984-02-18,Saturday,7,18,48,7,2,February,1,2,1984,1984
19840219,1984-02-19,Sunday,1,19,49,7,2,February,1,2,1984,1984
19840220,1984-02-20,Monday,2,20,50,8,2,February,1,2,1984,1984
19840221,1984-02-21,Tuesday,3,21,51,8,2,February,1,2,1984,1984
19840222,1984-02-22,Wednesday,4,22,52,8,2,February,1,2,1984,1984
19840223,1984-02-23,Thursday,5,23,53,8,2,February,1,2,1984,1984
19840224,1984-02-24,Friday,6,24,54,8,2,February,1,2,1984,1984
19840225,1984-02-25,Saturday,7,25,55,8,2,February,1,2,1984,1984
19840226,1984-02-26,Sunday,1,26,56,8,2,February,1,2,1984,1984
19840227,1984-02-27,Monday,2,27,57,9,2,February,1,2,1984,1984
19840228,1984-02-28,Tuesday,3,28,58,9,2,February,1,2,1984,1984
19840229,1984-02-29,Wednesday,4,29,59,9,2,February,1,2,1984,1984
19840301,1984-03-01,Thursday,5,1,60,9,3,March,1,2,1984,1984
19840302,1984-03-02,Friday,6,2,61,9,3,March,1,2,1984,1984
19840303,1984-03-03,Saturday,7,3,62,9,3,March,1,2,1984,1984
19840304,1984-03-04,Sunday,1,4,63,9,3,March,1,2,1984,1984
19840305,1984-03-05,Monday,2,5,64,10,3,March,1,2,1984,1984
19840306,1984-03-06,Tuesday,3,6,65,10,3,March,1,2,1984,1984
19840307,1984-03-07,Wednesday,4,7,66,10,3,March,1,2,1984,1984
19840308,1984-03-08,Thursday,5,8,67,10,3,March,1,2,1984,1984
19840309,1984-03-09,Friday,6,9,68,10,3,March,1,2,1984,1984
19840310,1984-03-10,Saturday,7,10,69,10,3,March,1,2,1984,1984
19840311,1984-03-11,Sunday,1,11,70,10,3,March,1,2,1984,1984
19840312,1984-03-12,Monday,2,12,71,11,3,March,1,2,1984,1984
19840313,1984-03-13,Tuesday,3,13,72,11,3,March,1,2,1984,1984
19840314,1984-03-14,Wednesday,4,14,73,11,3,March,1,2,1984,1984
19840315,1984-03-15,Thursday,5,15,74,11,3,March,1,2,1984,1984
19840316,1984-03-16,Friday,6,16,75,11,3,March,1,2,1984,1984
19840317,1984-03-17,Saturday,7,17,76,11,3,March,1,2,1984,1984
19840318,1984-03-18,Sunday,1,18,77,11,3,March,1,2,1984,1984
19840319,1984-03-19,Monday,2,19,78,12,3,March,1,2,1984,1984
19840320,1984-03-20,Tuesday,3,20,79,12,3,March,1,2,1984,1984
19840321,1984-03-21,Wednesday,4,21,80,12,3,March,1,2,1984,1984
19840322,1984-03-22,Thursday,5,22,81,12,3,March,1,2,1984,1984
19840323,1984-03-23,Friday,6,23,82,12,3,March,1,2,1984,1984
19840324,1984-03-24,Saturday,7,24,83,12,3,March,1,2,1984,1984
19840325,1984-03-25,Sunday,1,25,84,12,3,March,1,2,1984,1984
19840326,1984-03-26,Monday,2,26,85,13,3,March,1,2,1984,1984
19840327,1984-03-27,Tuesday,3,27,86,13,3,March,1,2,1984,1984
19840328,1984-03-28,Wednesday,4,28,87,13,3,March,1,2,1984,1984
19840329,1984-03-29,Thursday,5,29,88,13,3,March,1,2,1984,1984
19840330,1984-03-30,Friday,6,30,89,13,3,March,1,2,1984,1984
19840331,1984-03-31,Saturday,7,31,90,13,3,March,1,2,1984,1984
19840401,1984-04-01,Sunday,1,1,91,13,4,April,2,3,1984,1984
19840402,1984-04-02,Monday,2,2,92,14,4,April,2,3,1984,1984
19840403,1984-04-03,Tuesday,3,3,93,14,4,April,2,3,1984,1984
19840404,1984-04-04,Wednesday,4,4,94,14,4,April,2,3,1984,1984
19840405,1984-04-05,Thursday,5,5,95,14,4,April,2,3,1984,1984
19840406,1984-04-06,Friday,6,6,96,14,4,April,2,3,1984,1984
19840407,1984-04-07,Saturday,7,7,97,14,4,April,2,3,1984,1984
19840408,1984-04-08,Sunday,1,8,98,14,4,April,2,3,1984,1984
19840409,1984-04-09,Monday,2,9,99,15,4,April,2,3,1984,1984
19840410,1984-04-10,Tuesday,3,10,100,15,4,April,2,3,1984,1984
19840411,1984-04-11,Wednesday,4,11,101,15,4,April,2,3,1984,1984
19840412,1984-04-12,Thursday,5,12,102,15,4,April,2,3,1984,1984
19840413,1984-04-13,Friday,6,13,103,15,4,April,2,3,1984,1984
19840414,1984-04-14,Saturday,7,14,104,15,4,April,2,3,1984,1984
19840415,1984-04-15,Sunday,1,15,105,15,4,April,2,3,1984,1984
19840416,1984-04-16,Monday,2,16,106,16,4,April,2,3,1984,1984
19840417,1984-04-17,Tuesday,3,17,107,16,4,April,2,3,1984,1984
19840418,1984-04-18,Wednesday,4,18,108,16,4,April,2,3,1984,1984
19840419,1984-04-19,Thursday,5,19,109,16,4,April,2,3,1984,1984
19840420,1984-04-20,Friday,6,20,110,16,4,April,2,3,1984,1984
19840421,1984-04-21,Saturday,7,21,111,16,4,April,2,3,1984,1984
19840422,1984-04-22,Sunday,1,22,112,16,4,April,2,3,1984,1984
19840423,1984-04-23,Monday,2,23,113,17,4,April,2,3,1984,1984
19840424,1984-04-24,Tuesday,3,24,114,17,4,April,2,3,1984,1984
19840425,1984-04-25,Wednesday,4,25,115,17,4,April,2,3,1984,1984
19840426,1984-04-26,Thursday,5,26,116,17,4,April,2,3,1984,1984
19840427,1984-04-27,Friday,6,27,117,17,4,April,2,3,1984,1984
19840428,1984-04-28,Saturday,7,28,118,17,4,April,2,3,1984,1984
19840429,1984-04-29,Sunday,1,29,119,17,4,April,2,3,1984,1984
19840430,1984-04-30,Monday,2,30,120,18,4,April,2,3,1984,1984
19840501,1984-05-01,Tuesday,3,1,121,18,5,May,2,3,1984,1984
19840502,1984-05-02,Wednesday,4,2,122,18,5,May,2,3,1984,1984
19840503,1984-05-03,Thursday,5,3,123,18,5,May,2,3,1984,1984
19840504,1984-05-04,Friday,6,4,124,18,5,May,2,3,1984,1984
19840505,1984-05-05,Saturday,7,5,125,18,5,May,2,3,1984,1984
19840506,1984-05-06,Sunday,1,6,126,18,5,May,2,3,1984,1984
19840507,1984-05-07,Monday,2,7,127,19,5,May,2,3,1984,1984
19840508,1984-05-08,Tuesday,3,8,128,19,5,May,2,3,1984,1984
19840509,1984-05-09,Wednesday,4,9,129,19,5,May,2,3,1984,1984
19840510,1984-05-10,Thursday,5,10,130,19,5,May,2,3,1984,1984
19840511,1984-05-11,Friday,6,11,131,19,5,May,2,3,1984,1984
19840512,1984-05-12,Saturday,7,12,132,19,5,May,2,3,1984,1984
19840513,1984-05-13,Sunday,1,13,133,19,5,May,2,3,1984,1984
19840514,1984-05-14,Monday,2,14,134,20,5,May,2,3,1984,1984
19840515,1984-05-15,Tuesday,3,15,135,20,5,May,2,3,1984,1984
19840516,1984-05-16,Wednesday,4,16,136,20,5,May,2,3,1984,1984
19840517,1984-05-17,Thursday,5,17,137,20,5,May,2,3,1984,1984
19840518,1984-05-18,Friday,6,18,138,20,5,May,2,3,1984,1984
19840519,1984-05-19,Saturday,7,19,139,20,5,May,2,3,1984,1984
19840520,1984-05-20,Sunday,1,20,140,20,5,May,2,3,1984,1984
19840521,1984-05-21,Monday,2,21,141,21,5,May,2,3,1984,1984
19840522,1984-05-22,Tuesday,3,22,142,21,5,May,2,3,1984,1984
19840523,1984-05-23,Wednesday,4,23,143,21,5,May,2,3,1984,1984
19840524,1984-05-24,Thursday,5,24,144,21,5,May,2,3,1984,1984
19840525,1984-05-25,Friday,6,25,145,21,5,May,2,3,1984,1984
19840526,1984-05-26,Saturday,7,26,146,21,5,May,2,3,1984,1984
19840527,1984-05-27,Sunday,1,27,147,21,5,May,2,3,1984,1984
19840528,1984-05-28,Monday,2,28,148,22,5,May,2,3,1984,1984
19840529,1984-05-29,Tuesday,3,29,149,22,5,May,2,3,1984,1984
19840530,1984-05-30,Wednesday,4,30,150,22,5,May,2,3,1984,1984
19840531,1984-05-31,Thursday,5,31,151,22,5,May,2,3,1984,1984
19840601,1984-06-01,Friday,6,1,152,22,6,June,2,3,1984,1984
19840602,1984-06-02,Saturday,7,2,153,22,6,June,2,3,1984,1984
19840603,1984-06-03,Sunday,1,3,154,22,6,June,2,3,1984,1984
19840604,1984-06-04,Monday,2,4,155,23,6,June,2,3,1984,1984
19840605,1984-06-05,Tuesday,3,5,156,23,6,June,2,3,1984,1984
19840606,1984-06-06,Wednesday,4,6,157,23,6,June,2,3,1984,1984
19840607,1984-06-07,Thursday,5,7,158,23,6,June,2,3,1984,1984
19840608,1984-06-08,Friday,6,8,159,23,6,June,2,3,1984,1984
19840609,1984-06-09,Saturday,7,9,160,23,6,June,2,3,1984,1984
19840610,1984-06-10,Sunday,1,10,161,23,6,June,2,3,1984,1984
19840611,1984-06-11,Monday,2,11,162,24,6,June,2,3,1984,1984
19840612,1984-06-12,Tuesday,3,12,163,24,6,June,2,3,1984,1984
19840613,1984-06-13,Wednesday,4,13,164,24,6,June,2,3,1984,1984
19840614,1984-06-14,Thursday,5,14,165,24,6,June,2,3,1984,1984
19840615,1984-06-15,Friday,6,15,166,24,6,June,2,3,1984,1984
19840616,1984-06-16,Saturday,7,16,167,24,6,June,2,3,1984,1984
19840617,1984-06-17,Sunday,1,17,168,24,6,June,2,3,1984,1984
19840618,1984-06-18,Monday,2,18,169,25,6,June,2,3,1984,1984
19840619,1984-06-19,Tuesday,3,19,170,25,6,June,2,3,1984,1984
19840620,1984-06-20,Wednesday,4,20,171,25,6,June,2,3,1984,1984
19840621,1984-06-21,Thursday,5,21,172,25,6,June,2,3,1984,1984
19840622,1984-06-22,Friday,6,22,173,25,6,June,2,3,1984,1984
19840623,1984-06-23,Saturday,7,23,174,25,6,June,2,3,1984,1984
19840624,1984-06-24,Sunday,1,24,175,25,6,June,2,3,1984,1984
19840625,1984-06-25,Monday,2,25,176,26,6,June,2,3,1984,1984
19840626,1984-06-26,Tuesday,3,26,177,26,6,June,2,3,1984,1984
19840627,1984-06-27,Wednesday,4,27,178,26,6,June,2,3,1984,1984
19840628,1984-06-28,Thursday,5,28,179,26,6,June,2,3,1984,1984
