Time_Id,Seconds Count,Time-24hr,Time-AMPM,Hour-24hr,Hour-AMPM,Minute,Second
251,171,0:02:51,12:02:51 AM,0,0,2,51
252,172,0:02:52,12:02:52 AM,0,0,2,52
253,173,0:02:53,12:02:53 AM,0,0,2,53
254,174,0:02:54,12:02:54 AM,0,0,2,54
255,175,0:02:55,12:02:55 AM,0,0,2,55
256,176,0:02:56,12:02:56 AM,0,0,2,56
257,177,0:02:57,12:02:57 AM,0,0,2,57
258,178,0:02:58,12:02:58 AM,0,0,2,58
259,179,0:02:59,12:02:59 AM,0,0,2,59
300,180,0:03:00,12:03:00 AM,0,0,3,0
301,181,0:03:01,12:03:01 AM,0,0,3,1
302,182,0:03:02,12:03:02 AM,0,0,3,2
303,183,0:03:03,12:03:03 AM,0,0,3,3
304,184,0:03:04,12:03:04 AM,0,0,3,4
305,185,0:03:05,12:03:05 AM,0,0,3,5
306,186,0:03:06,12:03:06 AM,0,0,3,6
307,187,0:03:07,12:03:07 AM,0,0,3,7
308,188,0:03:08,12:03:08 AM,0,0,3,8
309,189,0:03:09,12:03:09 AM,0,0,3,9
310,190,0:03:10,12:03:10 AM,0,0,3,10
311,191,0:03:11,12:03:11 AM,0,0,3,11
312,192,0:03:12,12:03:12 AM,0,0,3,12
313,193,0:03:13,12:03:13 AM,0,0,3,13
314,194,0:03:14,12:03:14 AM,0,0,3,14
315,195,0:03:15,12:03:15 AM,0,0,3,15
316,196,0:03:16,12:03:16 AM,0,0,3,16
317,197,0:03:17,12:03:17 AM,0,0,3,17
318,198,0:03:18,12:03:18 AM,0,0,3,18
319,199,0:03:19,12:03:19 AM,0,0,3,19
320,200,0:03:20,12:03:20 AM,0,0,3,20
321,201,0:03:21,12:03:21 AM,0,0,3,21
322,202,0:03:22,12:03:22 AM,0,0,3,22
323,203,0:03:23,12:03:23 AM,0,0,3,23
324,204,0:03:24,12:03:24 AM,0,0,3,24
325,205,0:03:25,12:03:25 AM,0,0,3,25
326,206,0:03:26,12:03:26 AM,0,0,3,26
327,207,0:03:27,12:03:27 AM,0,0,3,27
328,208,0:03:28,12:03:28 AM,0,0,3,28
329,209,0:03:29,12:03:29 AM,0,0,3,29
330,210,0:03:30,12:03:30 AM,0,0,3,30
331,211,0:03:31,12:03:31 AM,0,0,3,31
332,212,0:03:32,12:03:32 AM,0,0,3,32
333,213,0:03:33,12:03:33 AM,0,0,3,33
334,214,0:03:34,12:03:34 AM,0,0,3,34
335,215,0:03:35,12:03:35 AM,0,0,3,35
336,216,0:03:36,12:03:36 AM,0,0,3,36
337,217,0:03:37,12:03:37 AM,0,0,3,37
338,218,0:03:38,12:03:38 AM,0,0,3,38
339,219,0:03:39,12:03:39 AM,0,0,3,39
340,220,0:03:40,12:03:40 AM,0,0,3,40
341,221,0:03:41,12:03:41 AM,0,0,3,41
342,222,0:03:42,12:03:42 AM,0,0,3,42
343,223,0:03:43,12:03:43 AM,0,0,3,43
344,224,0:03:44,12:03:44 AM,0,0,3,44
345,225,0:03:45,12:03:45 AM,0,0,3,45
346,226,0:03:46,12:03:46 AM,0,0,3,46
347,227,0:03:47,12:03:47 AM,0,0,3,47
348,228,0:03:48,12:03:48 AM,0,0,3,48
349,229,0:03:49,12:03:49 AM,0,0,3,49
350,230,0:03:50,12:03:50 AM,0,0,3,50
351,231,0:03:51,12:03:51 AM,0,0,3,51
352,232,0:03:52,12:03:52 AM,0,0,3,52
353,233,0:03:53,12:03:53 AM,0,0,3,53
354,234,0:03:54,12:03:54 AM,0,0,3,54
355,235,0:03:55,12:03:55 AM,0,0,3,55
356,236,0:03:56,12:03:56 AM,0,0,3,56
357,237,0:03:57,12:03:57 AM,0,0,3,57
358,238,0:03:58,12:03:58 AM,0,0,3,58
359,239,0:03:59,12:03:59 AM,0,0,3,59
400,240,0:04:00,12:04:00 AM,0,0,4,0
401,241,0:04:01,12:04:01 AM,0,0,4,1
402,242,0:04:02,12:04:02 AM,0,0,4,2
403,243,0:04:03,12:04:03 AM,0,0,4,3
404,244,0:04:04,12:04:04 AM,0,0,4,4
405,245,0:04:05,12:04:05 AM,0,0,4,5
406,246,0:04:06,12:04:06 AM,0,0,4,6
407,247,0:04:07,12:04:07 AM,0,0,4,7
408,248,0:04:08,12:04:08 AM,0,0,4,8
409,249,0:04:09,12:04:09 AM,0,0,4,9
410,250,0:04:10,12:04:10 AM,0,0,4,10
411,251,0:04:11,12:04:11 AM,0,0,4,11
412,252,0:04:12,12:04:12 AM,0,0,4,12
413,253,0:04:13,12:04:13 AM,0,0,4,13
414,254,0:04:14,12:04:14 AM,0,0,4,14
415,255,0:04:15,12:04:15 AM,0,0,4,15
416,256,0:04:16,12:04:16 AM,0,0,4,16
417,257,0:04:17,12:04:17 AM,0,0,4,17
418,258,0:04:18,12:04:18 AM,0,0,4,18
419,259,0:04:19,12:04:19 AM,0,0,4,19
420,260,0:04:20,12:04:20 AM,0,0,4,20
421,261,0:04:21,12:04:21 AM,0,0,4,21
422,262,0:04:22,12:04:22 AM,0,0,4,22
423,263,0:04:23,12:04:23 AM,0,0,4,23
424,264,0:04:24,12:04:24 AM,0,0,4,24
425,265,0:04:25,12:04:25 AM,0,0,4,25
426,266,0:04:26,12:04:26 AM,0,0,4,26
427,267,0:04:27,12:04:27 AM,0,0,4,27
428,268,0:04:28,12:04:28 AM,0,0,4,28
429,269,0:04:29,12:04:29 AM,0,0,4,29
430,270,0:04:30,12:04:30 AM,0,0,4,30
431,271,0:04:31,12:04:31 AM,0,0,4,31
432,272,0:04:32,12:04:32 AM,0,0,4,32
433,273,0:04:33,12:04:33 AM,0,0,4,33
434,274,0:04:34,12:04:34 AM,0,0,4,34
435,275,0:04:35,12:04:35 AM,0,0,4,35
436,276,0:04:36,12:04:36 AM,0,0,4,36
437,277,0:04:37,12:04:37 AM,0,0,4,37
438,278,0:04:38,12:04:38 AM,0,0,4,38
439,279,0:04:39,12:04:39 AM,0,0,4,39
440,280,0:04:40,12:04:40 AM,0,0,4,40
441,281,0:04:41,12:04:41 AM,0,0,4,41
442,282,0:04:42,12:04:42 AM,0,0,4,42
443,283,0:04:43,12:04:43 AM,0,0,4,43
444,284,0:04:44,12:04:44 AM,0,0,4,44
445,285,0:04:45,12:04:45 AM,0,0,4,45
446,286,0:04:46,12:04:46 AM,0,0,4,46
447,287,0:04:47,12:04:47 AM,0,0,4,47
448,288,0:04:48,12:04:48 AM,0,0,4,48
449,289,0:04:49,12:04:49 AM,0,0,4,49
450,290,0:04:50,12:04:50 AM,0,0,4,50
451,291,0:04:51,12:04:51 AM,0,0,4,51
452,292,0:04:52,12:04:52 AM,0,0,4,52
453,293,0:04:53,12:04:53 AM,0,0,4,53
454,294,0:04:54,12:04:54 AM,0,0,4,54
455,295,0:04:55,12:04:55 AM,0,0,4,55
456,296,0:04:56,12:04:56 AM,0,0,4,56
457,297,0:04:57,12:04:57 AM,0,0,4,57
458,298,0:04:58,12:04:58 AM,0,0,4,58
459,299,0:04:59,12:04:59 AM,0,0,4,59
500,300,0:05:00,12:05:00 AM,0,0,5,0
501,301,0:05:01,12:05:01 AM,0,0,5,1
502,302,0:05:02,12:05:02 AM,0,0,5,2
503,303,0:05:03,12:05:03 AM,0,0,5,3
504,304,0:05:04,12:05:04 AM,0,0,5,4
505,305,0:05:05,12:05:05 AM,0,0,5,5
506,306,0:05:06,12:05:06 AM,0,0,5,6
507,307,0:05:07,12:05:07 AM,0,0,5,7
508,308,0:05:08,12:05:08 AM,0,0,5,8
509,309,0:05:09,12:05:09 AM,0,0,5,9
510,310,0:05:10,12:05:10 AM,0,0,5,10
511,311,0:05:11,12:05:11 AM,0,0,5,11
512,312,0:05:12,12:05:12 AM,0,0,5,12
513,313,0:05:13,12:05:13 AM,0,0,5,13
514,314,0:05:14,12:05:14 AM,0,0,5,14
515,315,0:05:15,12:05:15 AM,0,0,5,15
516,316,0:05:16,12:05:16 AM,0,0,5,16
517,317,0:05:17,12:05:17 AM,0,0,5,17
518,318,0:05:18,12:05:18 AM,0,0,5,18
519,319,0:05:19,12:05:19 AM,0,0,5,19
520,320,0:05:20,12:05:20 AM,0,0,5,20
521,321,0:05:21,12:05:21 AM,0,0,5,21
522,322,0:05:22,12:05:22 AM,0,0,5,22
523,323,0:05:23,12:05:23 AM,0,0,5,23
524,324,0:05:24,12:05:24 AM,0,0,5,24
525,325,0:05:25,12:05:25 AM,0,0,5,25
526,326,0:05:26,12:05:26 AM,0,0,5,26
527,327,0:05:27,12:05:27 AM,0,0,5,27
528,328,0:05:28,12:05:28 AM,0,0,5,28
529,329,0:05:29,12:05:29 AM,0,0,5,29
530,330,0:05:30,12:05:30 AM,0,0,5,30
531,331,0:05:31,12:05:31 AM,0,0,5,31
532,332,0:05:32,12:05:32 AM,0,0,5,32
533,333,0:05:33,12:05:33 AM,0,0,5,33
534,334,0:05:34,12:05:34 AM,0,0,5,34
535,335,0:05:35,12:05:35 AM,0,0,5,35
536,336,0:05:36,12:05:36 AM,0,0,5,36
537,337,0:05:37,12:05:37 AM,0,0,5,37
538,338,0:05:38,12:05:38 AM,0,0,5,38
539,339,0:05:39,12:05:39 AM,0,0,5,39
540,340,0:05:40,12:05:40 AM,0,0,5,40
541,341,0:05:41,12:05:41 AM,0,0,5,41
542,342,0:05:42,12:05:42 AM,0,0,5,42
543,343,0:05:43,12:05:43 AM,0,0,5,43
544,344,0:05:44,12:05:44 AM,0,0,5,44
545,345,0:05:45,12:05:45 AM,0,0,5,45
546,346,0:05:46,12:05:46 AM,0,0,5,46
547,347,0:05:47,12:05:47 AM,0,0,5,47
548,348,0:05:48,12:05:48 AM,0,0,5,48
549,349,0:05:49,12:05:49 AM,0,0,5,49
550,350,0:05:50,12:05:50 AM,0,0,5,50
551,351,0:05:51,12:05:51 AM,0,0,5,51
552,352,0:05:52,12:05:52 AM,0,0,5,52
553,353,0:05:53,12:05:53 AM,0,0,5,53
554,354,0:05:54,12:05:54 AM,0,0,5,54
555,355,0:05:55,12:05:55 AM,0,0,5,55
556,356,0:05:56,12:05:56 AM,0,0,5,56
557,357,0:05:57,12:05:57 AM,0,0,5,57
558,358,0:05:58,12:05:58 AM,0,0,5,58
559,359,0:05:59,12:05:59 AM,0,0,5,59
600,360,0:06:00,12:06:00 AM,0,0,6,0
601,361,0:06:01,12:06:01 AM,0,0,6,1
602,362,0:06:02,12:06:02 AM,0,0,6,2
603,363,0:06:03,12:06:03 AM,0,0,6,3
604,364,0:06:04,12:06:04 AM,0,0,6,4
605,365,0:06:05,12:06:05 AM,0,0,6,5
606,366,0:06:06,12:06:06 AM,0,0,6,6
607,367,0:06:07,12:06:07 AM,0,0,6,7
608,368,0:06:08,12:06:08 AM,0,0,6,8
609,369,0:06:09,12:06:09 AM,0,0,6,9
610,370,0:06:10,12:06:10 AM,0,0,6,10
611,371,0:06:11,12:06:11 AM,0,0,6,11
612,372,0:06:12,12:06:12 AM,0,0,6,12
613,373,0:06:13,12:06:13 AM,0,0,6,13
614,374,0:06:14,12:06:14 AM,0,0,6,14
615,375,0:06:15,12:06:15 AM,0,0,6,15
616,376,0:06:16,12:06:16 AM,0,0,6,16
617,377,0:06:17,12:06:17 AM,0,0,6,17
618,378,0:06:18,12:06:18 AM,0,0,6,18
619,379,0:06:19,12:06:19 AM,0,0,6,19
620,380,0:06:20,12:06:20 AM,0,0,6,20
621,381,0:06:21,12:06:21 AM,0,0,6,21
622,382,0:06:22,12:06:22 AM,0,0,6,22
623,383,0:06:23,12:06:23 AM,0,0,6,23
624,384,0:06:24,12:06:24 AM,0,0,6,24
625,385,0:06:25,12:06:25 AM,0,0,6,25
626,386,0:06:26,12:06:26 AM,0,0,6,26
627,387,0:06:27,12:06:27 AM,0,0,6,27
628,388,0:06:28,12:06:28 AM,0,0,6,28
629,389,0:06:29,12:06:29 AM,0,0,6,29
630,390,0:06:30,12:06:30 AM,0,0,6,30
631,391,0:06:31,12:06:31 AM,0,0,6,31
632,392,0:06:32,12:06:32 AM,0,0,6,32
633,393,0:06:33,12:06:33 AM,0,0,6,33
634,394,0:06:34,12:06:34 AM,0,0,6,34
635,395,0:06:35,12:06:35 AM,0,0,6,35
636,396,0:06:36,12:06:36 AM,0,0,6,36
637,397,0:06:37,12:06:37 AM,0,0,6,37
638,398,0:06:38,12:06:38 AM,0,0,6,38
639,399,0:06:39,12:06:39 AM,0,0,6,39
640,400,0:06:40,12:06:40 AM,0,0,6,40
641,401,0:06:41,12:06:41 AM,0,0,6,41
642,402,0:06:42,12:06:42 AM,0,0,6,42
643,403,0:06:43,12:06:43 AM,0,0,6,43
644,404,0:06:44,12:06:44 AM,0,0,6,44
645,405,0:06:45,12:06:45 AM,0,0,6,45
646,406,0:06:46,12:06:46 AM,0,0,6,46
647,407,0:06:47,12:06:47 AM,0,0,6,47
648,408,0:06:48,12:06:48 AM,0,0,6,48
649,409,0:06:49,12:06:49 AM,0,0,6,49
650,410,0:06:50,12:06:50 AM,0,0,6,50
651,411,0:06:51,12:06:51 AM,0,0,6,51
652,412,0:06:52,12:06:52 AM,0,0,6,52
653,413,0:06:53,12:06:53 AM,0,0,6,53
654,414,0:06:54,12:06:54 AM,0,0,6,54
655,415,0:06:55,12:06:55 AM,0,0,6,55
656,416,0:06:56,12:06:56 AM,0,0,6,56
657,417,0:06:57,12:06:57 AM,0,0,6,57
658,418,0:06:58,12:06:58 AM,0,0,6,58
659,419,0:06:59,12:06:59 AM,0,0,6,59
700,420,0:07:00,12:07:00 AM,0,0,7,0
701,421,0:07:01,12:07:01 AM,0,0,7,1
702,422,0:07:02,12:07:02 AM,0,0,7,2
703,423,0:07:03,12:07:03 AM,0,0,7,3
704,424,0:07:04,12:07:04 AM,0,0,7,4
705,425,0:07:05,12:07:05 AM,0,0,7,5
706,426,0:07:06,12:07:06 AM,0,0,7,6
707,427,0:07:07,12:07:07 AM,0,0,7,7
708,428,0:07:08,12:07:08 AM,0,0,7,8
709,429,0:07:09,12:07:09 AM,0,0,7,9
710,430,0:07:10,12:07:10 AM,0,0,7,10
711,431,0:07:11,12:07:11 AM,0,0,7,11
712,432,0:07:12,12:07:12 AM,0,0,7,12
713,433,0:07:13,12:07:13 AM,0,0,7,13
714,434,0:07:14,12:07:14 AM,0,0,7,14
715,435,0:07:15,12:07:15 AM,0,0,7,15
716,436,0:07:16,12:07:16 AM,0,0,7,16
717,437,0:07:17,12:07:17 AM,0,0,7,17
718,438,0:07:18,12:07:18 AM,0,0,7,18
719,439,0:07:19,12:07:19 AM,0,0,7,19
720,440,0:07:20,12:07:20 AM,0,0,7,20
721,441,0:07:21,12:07:21 AM,0,0,7,21
722,442,0:07:22,12:07:22 AM,0,0,7,22
723,443,0:07:23,12:07:23 AM,0,0,7,23
724,444,0:07:24,12:07:24 AM,0,0,7,24
725,445,0:07:25,12:07:25 AM,0,0,7,25
726,446,0:07:26,12:07:26 AM,0,0,7,26
727,447,0:07:27,12:07:27 AM,0,0,7,27
728,448,0:07:28,12:07:28 AM,0,0,7,28
729,449,0:07:29,12:07:29 AM,0,0,7,29
730,450,0:07:30,12:07:30 AM,0,0,7,30
731,451,0:07:31,12:07:31 AM,0,0,7,31
732,452,0:07:32,12:07:32 AM,0,0,7,32
733,453,0:07:33,12:07:33 AM,0,0,7,33
734,454,0:07:34,12:07:34 AM,0,0,7,34
735,455,0:07:35,12:07:35 AM,0,0,7,35
736,456,0:07:36,12:07:36 AM,0,0,7,36
737,457,0:07:37,12:07:37 AM,0,0,7,37
738,458,0:07:38,12:07:38 AM,0,0,7,38
739,459,0:07:39,12:07:39 AM,0,0,7,39
740,460,0:07:40,12:07:40 AM,0,0,7,40
741,461,0:07:41,12:07:41 AM,0,0,7,41
742,462,0:07:42,12:07:42 AM,0,0,7,42
743,463,0:07:43,12:07:43 AM,0,0,7,43
744,464,0:07:44,12:07:44 AM,0,0,7,44
745,465,0:07:45,12:07:45 AM,0,0,7,45
746,466,0:07:46,12:07:46 AM,0,0,7,46
747,467,0:07:47,12:07:47 AM,0,0,7,47
748,468,0:07:48,12:07:48 AM,0,0,7,48
749,469,0:07:49,12:07:49 AM,0,0,7,49
750,470,0:07:50,12:07:50 AM,0,0,7,50
751,471,0:07:51,12:07:51 AM,0,0,7,51
752,472,0:07:52,12:07:52 AM,0,0,7,52
753,473,0:07:53,12:07:53 AM,0,0,7,53
754,474,0:07:54,12:07:54 AM,0,0,7,54
755,475,0:07:55,12:07:55 AM,0,0,7,55
756,476,0:07:56,12:07:56 AM,0,0,7,56
757,477,0:07:57,12:07:57 AM,0,0,7,57
758,478,0:07:58,12:07:58 AM,0,0,7,58
759,479,0:07:59,12:07:59 AM,0,0,7,59
800,480,0:08:00,12:08:00 AM,0,0,8,0
801,481,0:08:01,12:08:01 AM,0,0,8,1
802,482,0:08:02,12:08:02 AM,0,0,8,2
803,483,0:08:03,12:08:03 AM,0,0,8,3
804,484,0:08:04,12:08:04 AM,0,0,8,4
805,485,0:08:05,12:08:05 AM,0,0,8,5
806,486,0:08:06,12:08:06 AM,0,0,8,6
807,487,0:08:07,12:08:07 AM,0,0,8,7
808,488,0:08:08,12:08:08 AM,0,0,8,8
809,489,0:08:09,12:08:09 AM,0,0,8,9
810,490,0:08:10,12:08:10 AM,0,0,8,10
811,491,0:08:11,12:08:11 AM,0,0,8,11
812,492,0:08:12,12:08:12 AM,0,0,8,12
813,493,0:08:13,12:08:13 AM,0,0,8,13
814,494,0:08:14,12:08:14 AM,0,0,8,14
815,495,0:08:15,12:08:15 AM,0,0,8,15
816,496,0:08:16,12:08:16 AM,0,0,8,16
817,497,0:08:17,12:08:17 AM,0,0,8,17
818,498,0:08:18,12:08:18 AM,0,0,8,18
819,499,0:08:19,12:08:19 AM,0,0,8,19
820,500,0:08:20,12:08:20 AM,0,0,8,20
821,501,0:08:21,12:08:21 AM,0,0,8,21
822,502,0:08:22,12:08:22 AM,0,0,8,22
823,503,0:08:23,12:08:23 AM,0,0,8,23
824,504,0:08:24,12:08:24 AM,0,0,8,24
825,505,0:08:25,12:08:25 AM,0,0,8,25
826,506,0:08:26,12:08:26 AM,0,0,8,26
827,507,0:08:27,12:08:27 AM,0,0,8,27
828,508,0:08:28,12:08:28 AM,0,0,8,28
829,509,0:08:29,12:08:29 AM,0,0,8,29
830,510,0:08:30,12:08:30 AM,0,0,8,30
831,511,0:08:31,12:08:31 AM,0,0,8,31
832,512,0:08:32,12:08:32 AM,0,0,8,32
833,513,0:08:33,12:08:33 AM,0,0,8,33
